user_id,age,gender,device_type,time_on_site,pages_viewed,previous_purchases,cart_items,discount_seen,ad_clicked,returning_user,avg_session_time,bounce_rate,purchase,age_group,pages_per_minute
1677,39,Female,Mobile,18.64,2,4,4,1,0,0,23.82,49.315,1,Millennials / Young Adults,0.11
1678,56,Female,Mobile,15.25,12,5,3,0,0,0,10.92,84.4,1,Gen X / Middle Aged,0.79
1679,19,Female,Tablet,6.68,10,9,0,1,1,0,4.29,57.26,1,Gen Z / Youth,1.5
1680,55,Female,Tablet,29.88,17,14,0,0,1,1,43.61,63.26,1,Gen X / Middle Aged,0.57
1681,56,Female,Mobile,27.02,18,14,0,0,0,0,20.02,98.86,1,Gen X / Middle Aged,0.67
1682,43,Female,Mobile,9.48,16,14,9,0,1,0,9.12,77.01,1,Millennials / Young Adults,1.69
1683,32,Female,Mobile,16.69,10,11,8,0,0,1,18.54,28.6,1,Millennials / Young Adults,0.6
1684,51,Male,Mobile,10.18,8,8,8,0,0,1,14.305,77.3,1,Gen X / Middle Aged,0.79
1685,59,Female,Mobile,23.49,13,8,8,1,1,0,19.84,92.85,1,Gen X / Middle Aged,0.55
1686,57,Female,Mobile,27.98,16,6,9,0,1,0,40.39,29.51,1,Gen X / Middle Aged,0.57
1687,28,Male,Desktop,11.41,8,10,3,1,0,1,13.7,81.73,1,Millennials / Young Adults,0.7
1689,23,Male,Tablet,15.45,17,6,9,1,0,1,19.96,43.4,1,Gen Z / Youth,1.1
1690,26,Female,Desktop,12.5,16,8,6,0,0,1,16.71,49.315,1,Millennials / Young Adults,1.28
1691,23,Unknown,Mobile,28.21,9,1,2,1,1,1,18.39,24.35,1,Gen Z / Youth,0.32
1692,26,Female,Desktop,15.8,19,6,9,0,1,1,17.17,18.73,1,Millennials / Young Adults,1.2
1693,56,Female,Desktop,14.55,17,11,2,1,1,1,12.61,46.25,1,Gen X / Middle Aged,1.17
1694,48,Female,Mobile,20.5,8,6,3,1,1,1,20.64,78.32,0,Gen X / Middle Aged,0.39
1695,49,Male,Mobile,8.58,12,2,5,0,0,0,8.31,59.59,1,Gen X / Middle Aged,1.4
1696,58,Male,Tablet,10.42,9,5,0,0,1,1,10.46,70.12,1,Gen X / Middle Aged,0.86
1697,29,Female,Mobile,28.03,6,7,2,0,1,1,28.65,68.93,1,Millennials / Young Adults,0.21
1698,25,Female,Mobile,20.68,10,9,4,1,1,0,11.77,54.45,1,Gen Z / Youth,0.48
1699,25,Female,Mobile,24.97,9,7,3,0,0,1,16.92,31.56,1,Gen Z / Youth,0.36
1700,45,Male,Desktop,8.86,4,13,7,0,0,1,9.45,42.17,1,Millennials / Young Adults,0.45
1701,37,Female,Desktop,15.76,11,2,8,1,0,1,24.08,38.06,1,Millennials / Young Adults,0.7
1702,24,Male,Tablet,29.17,6,5,7,0,0,0,36.36,7.91,1,Gen Z / Youth,0.21
1703,28,Female,Mobile,10.24,10,1,8,0,0,1,7.56,89.85,1,Millennials / Young Adults,0.98
1704,37,Male,Unknown,5.65,4,13,7,0,1,0,4.87,64.19,1,Millennials / Young Adults,0.71
1705,39,Female,Mobile,15.82,12,1,9,0,1,1,13.22,85.72,1,Millennials / Young Adults,0.76
1706,21,Male,Desktop,12.25,9,12,0,1,1,0,15.55,77.61,1,Gen Z / Youth,0.73
1707,23,Male,Mobile,5.63,15,7,6,0,1,0,8.29,6.83,1,Gen Z / Youth,2.66
1708,39,Male,Mobile,26.77,9,10,8,1,0,1,22.9,21.63,1,Millennials / Young Adults,0.34
1709,43,Male,Mobile,29.73,6,9,0,0,0,0,15.3,95.07,1,Millennials / Young Adults,0.2
1710,20,Male,Mobile,17.49,11,4,9,1,0,0,25.13,46.19,1,Gen Z / Youth,0.63
1711,58,Male,Desktop,23.47,7,4,0,1,0,0,14.305,81.19,1,Gen X / Middle Aged,0.3
1712,59,Female,Desktop,25.91,14,10,9,0,1,0,34.57,57.55,1,Gen X / Middle Aged,0.54
1713,31,Female,Tablet,21.33,16,3,1,0,0,0,15.12,82.36,1,Millennials / Young Adults,0.75
1714,28,Female,Mobile,2.28,15,10,4,0,1,1,2.61,73.46,1,Millennials / Young Adults,6.58
1715,35,Female,Tablet,5.57,9,9,7,1,0,1,4.08,27.97,1,Millennials / Young Adults,1.62
1716,29,Male,Desktop,3.06,19,3,7,1,1,1,1.57,99.12,1,Millennials / Young Adults,6.21
1717,40,Female,Mobile,1.29,12,7,9,0,0,0,0.85,49.05,1,Millennials / Young Adults,9.3
1718,29,Male,Tablet,9.87,11,2,3,1,1,1,14.04,58.5,1,Millennials / Young Adults,1.11
1719,30,Male,Mobile,12.38,8,10,6,0,1,0,8.86,54.04,1,Millennials / Young Adults,0.65
1720,42,Male,Desktop,7.99,3,2,6,0,1,0,8.67,88.52,1,Millennials / Young Adults,0.38
1721,36,Female,Desktop,2.87,19,7,8,0,0,0,4.21,27.99,1,Millennials / Young Adults,6.62
1722,53,Male,Desktop,16.37,3,2,8,0,0,0,9.42,6.17,1,Gen X / Middle Aged,0.18
1723,25,Female,Mobile,8.93,3,11,2,1,0,0,11.68,42.81,1,Gen Z / Youth,0.34
1724,46,Female,Mobile,24.09,6,1,7,0,1,0,26.44,91.83,1,Gen X / Middle Aged,0.25
1725,49,Female,Mobile,1.23,11,12,4,1,1,1,1.01,43.93,1,Gen X / Middle Aged,8.94
1726,35,Female,Mobile,25.43,14,10,4,0,1,0,21.98,27.76,1,Millennials / Young Adults,0.55
1727,23,Female,Desktop,28.69,2,12,7,0,1,1,15.12,61.85,1,Gen Z / Youth,0.07
1728,35,Male,Desktop,21.77,12,12,5,0,0,1,16.45,73.75,1,Millennials / Young Adults,0.55
1729,36,Male,Tablet,15.76,16,4,9,1,1,0,20.57,46.28,1,Millennials / Young Adults,1.02
1730,39,Female,Mobile,28.07,3,10,9,0,0,0,34.16,38.0,1,Millennials / Young Adults,0.11
1731,54,Male,Desktop,7.06,16,2,0,0,1,0,5.47,36.45,1,Gen X / Middle Aged,2.27
1732,49,Female,Tablet,29.84,10,5,3,1,0,1,32.24,42.13,1,Gen X / Middle Aged,0.34
1733,58,Male,Desktop,23.43,5,10,8,1,1,0,28.86,84.27,1,Gen X / Middle Aged,0.21
1734,20,Male,Mobile,22.07,13,6,4,1,1,0,26.45,48.26,1,Gen Z / Youth,0.59
1735,45,Male,Mobile,11.47,12,2,3,0,0,1,12.51,31.44,1,Millennials / Young Adults,1.05
1736,27,Male,Mobile,16.83,1,8,9,0,0,1,18.18,18.23,1,Millennials / Young Adults,0.06
1737,52,Male,Desktop,19.96,11,9,5,0,1,0,24.38,28.26,1,Gen X / Middle Aged,0.55
1738,46,Male,Desktop,18.99,19,0,8,0,1,0,15.87,46.27,1,Gen X / Middle Aged,1.0
1739,32,Male,Tablet,21.44,15,13,7,1,1,1,20.37,54.78,1,Millennials / Young Adults,0.7
1740,50,Male,Mobile,3.39,18,6,2,1,0,0,4.97,62.15,1,Gen X / Middle Aged,5.31
1741,24,Male,Unknown,11.31,16,3,8,1,0,1,13.22,7.14,1,Gen Z / Youth,1.41
1742,29,Male,Desktop,13.59,7,6,0,1,0,0,13.86,61.32,1,Millennials / Young Adults,0.52
1743,47,Male,Desktop,8.56,10,8,3,1,0,1,9.23,35.2,1,Gen X / Middle Aged,1.17
1744,38,Male,Tablet,6.01,16,8,4,1,0,0,3.63,25.7,1,Millennials / Young Adults,2.66
1745,48,Male,Desktop,5.03,17,0,3,0,1,1,5.49,33.11,1,Gen X / Middle Aged,3.38
1746,41,Female,Mobile,11.63,7,9,3,0,1,0,15.54,78.45,1,Millennials / Young Adults,0.6
1747,37,Male,Desktop,15.31,11,12,8,1,0,1,15.67,80.33,1,Millennials / Young Adults,0.72
1748,54,Male,Desktop,2.83,17,11,4,1,1,1,1.92,10.38,1,Gen X / Middle Aged,6.01
1749,21,Male,Mobile,28.45,5,3,0,0,0,0,26.98,49.47,1,Gen Z / Youth,0.18
1750,45,Male,Mobile,23.19,1,6,6,1,0,1,18.04,52.95,1,Millennials / Young Adults,0.04
1751,37,Male,Mobile,22.19,3,9,5,0,0,0,19.08,3.02,1,Millennials / Young Adults,0.14
1752,41,Male,Mobile,6.01,16,5,8,0,0,1,4.36,71.71,1,Millennials / Young Adults,2.66
1753,49,Female,Desktop,18.51,15,14,3,1,0,1,14.305,36.68,1,Gen X / Middle Aged,0.81
1754,58,Female,Mobile,16.36,4,8,9,1,1,0,21.62,41.8,1,Gen X / Middle Aged,0.24
1755,53,Female,Mobile,29.49,12,12,5,0,0,1,37.09,60.99,1,Gen X / Middle Aged,0.41
1756,51,Male,Unknown,22.68,1,6,5,0,1,0,22.47,46.89,1,Gen X / Middle Aged,0.04
1757,53,Male,Mobile,17.7,17,14,6,1,1,0,22.7,74.79,1,Gen X / Middle Aged,0.96
1758,19,Male,Mobile,25.67,15,2,5,0,0,0,37.88,59.59,1,Gen Z / Youth,0.58
1759,32,Female,Desktop,5.5,10,6,8,1,1,0,4.98,22.6,1,Millennials / Young Adults,1.82
1760,51,Male,Mobile,1.44,11,9,0,0,1,1,14.305,87.05,1,Gen X / Middle Aged,7.64
1761,53,Male,Mobile,21.02,18,13,0,1,0,0,15.68,21.58,0,Gen X / Middle Aged,0.86
1762,23,Female,Mobile,3.85,2,4,2,0,1,1,5.6,71.35,1,Gen Z / Youth,0.52
1763,56,Female,Mobile,4.35,6,13,8,1,1,1,5.94,79.22,1,Gen X / Middle Aged,1.38
1764,59,Male,Mobile,22.6,16,1,4,1,1,1,15.8,68.83,1,Gen X / Middle Aged,0.71
1765,29,Male,Mobile,8.85,7,9,0,1,1,1,7.52,42.18,1,Millennials / Young Adults,0.79
1766,20,Male,Desktop,19.23,19,2,4,1,0,0,23.23,87.8,1,Gen Z / Youth,0.99
1767,35,Male,Desktop,27.6,12,5,5,1,0,0,19.09,32.77,1,Millennials / Young Adults,0.43
1768,57,Female,Mobile,10.18,18,12,3,0,1,0,11.1,68.71,1,Gen X / Middle Aged,1.77
1769,38,Male,Mobile,7.3,10,5,6,0,0,0,7.55,87.77,1,Millennials / Young Adults,1.37
1770,32,Male,Tablet,4.09,10,6,2,1,1,1,3.24,15.54,1,Millennials / Young Adults,2.44
1771,50,Female,Desktop,4.78,4,5,4,0,1,1,3.83,65.26,1,Gen X / Middle Aged,0.84
1772,52,Male,Mobile,2.8,17,8,5,0,1,0,2.85,90.1,1,Gen X / Middle Aged,6.07
1773,43,Male,Desktop,3.54,17,13,6,1,0,0,2.83,10.31,1,Millennials / Young Adults,4.8
1774,25,Female,Desktop,13.53,4,4,9,0,0,0,9.2,14.58,1,Gen Z / Youth,0.3
1775,53,Female,Desktop,10.31,5,14,1,0,1,1,13.13,37.83,1,Gen X / Middle Aged,0.48
1776,47,Male,Mobile,21.49,1,4,4,0,0,0,23.25,99.43,1,Gen X / Middle Aged,0.05
1777,40,Female,Mobile,26.24,19,7,6,1,0,1,24.6,22.39,1,Millennials / Young Adults,0.72
1778,59,Unknown,Unknown,23.76,11,7,6,0,0,0,16.19,32.47,1,Gen X / Middle Aged,0.46
1779,31,Male,Tablet,16.39,1,0,2,0,0,0,17.94,83.51,1,Millennials / Young Adults,0.06
1780,31,Female,Desktop,3.97,8,2,7,1,1,1,4.48,13.07,1,Millennials / Young Adults,2.02
1781,19,Male,Mobile,21.58,4,12,0,0,1,1,21.14,99.62,0,Gen Z / Youth,0.19
1782,54,Male,Tablet,11.52,15,5,3,1,1,1,10.05,73.89,1,Gen X / Middle Aged,1.3
1784,55,Male,Tablet,25.43,18,0,3,1,1,1,30.64,14.44,1,Gen X / Middle Aged,0.71
1785,58,Unknown,Desktop,10.81,3,1,8,1,0,0,9.26,23.24,1,Gen X / Middle Aged,0.28
1786,31,Male,Tablet,7.33,18,9,7,1,0,1,8.01,37.08,1,Millennials / Young Adults,2.46
1787,39,Male,Mobile,26.27,7,6,3,0,1,0,19.28,5.1,1,Millennials / Young Adults,0.27
1788,42,Male,Desktop,27.16,17,7,7,1,1,1,13.89,6.07,1,Millennials / Young Adults,0.63
1789,37,Male,Desktop,10.83,18,9,0,0,1,0,14.82,90.38,1,Millennials / Young Adults,1.66
1790,19,Unknown,Mobile,11.29,8,4,7,0,1,1,14.89,4.27,1,Gen Z / Youth,0.71
1791,56,Female,Mobile,17.81,11,0,9,0,0,1,20.29,75.0,1,Gen X / Middle Aged,0.62
1792,23,Female,Tablet,22.27,3,5,1,0,0,0,29.2,71.76,1,Gen Z / Youth,0.13
1793,34,Male,Mobile,2.83,7,14,5,1,1,1,3.62,7.28,1,Millennials / Young Adults,2.47
1794,42,Female,Desktop,18.21,15,6,5,1,1,1,24.77,18.76,1,Millennials / Young Adults,0.82
1795,45,Female,Mobile,28.63,10,7,2,1,0,0,39.85,45.48,1,Millennials / Young Adults,0.35
1796,19,Male,Mobile,8.6,12,12,4,0,1,0,11.34,64.17,1,Gen Z / Youth,1.4
1797,52,Female,Mobile,27.36,12,11,5,1,1,0,36.98,89.58,1,Gen X / Middle Aged,0.44
1798,54,Male,Mobile,28.55,19,2,7,0,1,0,28.6,52.68,1,Gen X / Middle Aged,0.67
1799,22,Female,Desktop,8.81,19,13,7,0,1,0,10.64,93.64,1,Gen Z / Youth,2.16
1800,18,Female,Mobile,22.87,15,13,4,1,0,0,19.06,19.03,1,Gen Z / Youth,0.66
1801,57,Female,Mobile,7.92,5,2,6,1,1,0,10.78,49.315,1,Gen X / Middle Aged,0.63
1802,29,Female,Mobile,22.39,13,10,7,0,0,0,30.42,84.46,1,Millennials / Young Adults,0.58
1803,53,Male,Mobile,24.13,9,0,5,0,0,1,13.66,23.33,1,Gen X / Middle Aged,0.37
1804,39,Male,Mobile,8.17,10,11,1,1,1,0,6.92,78.85,1,Millennials / Young Adults,1.22
1805,48,Female,Desktop,21.76,8,2,4,1,1,1,14.61,40.03,1,Gen X / Middle Aged,0.37
1806,28,Male,Unknown,24.55,9,4,6,1,1,1,15.61,99.96,1,Millennials / Young Adults,0.37
1807,27,Female,Mobile,11.4,6,5,3,0,1,0,10.43,9.16,1,Millennials / Young Adults,0.53
1808,20,Female,Mobile,5.86,10,2,3,0,0,1,6.6,55.33,1,Gen Z / Youth,1.71
1809,31,Female,Mobile,3.67,10,3,3,1,1,1,3.1,78.3,1,Millennials / Young Adults,2.72
1810,33,Female,Mobile,17.69,15,4,8,0,1,1,14.32,67.62,1,Millennials / Young Adults,0.85
1811,27,Female,Mobile,29.36,13,4,8,0,0,1,17.45,50.56,1,Millennials / Young Adults,0.44
1812,46,Female,Desktop,24.87,11,8,9,1,1,1,21.96,51.31,1,Gen X / Middle Aged,0.44
1813,27,Male,Tablet,13.64,10,7,7,0,1,1,13.24,40.54,1,Millennials / Young Adults,0.73
1814,29,Male,Desktop,16.56,8,0,7,0,0,0,14.88,34.23,0,Millennials / Young Adults,0.48
1815,47,Female,Mobile,9.11,18,1,6,0,1,0,10.75,59.37,1,Gen X / Middle Aged,1.98
1816,58,Male,Mobile,5.73,3,11,0,1,0,1,4.52,74.84,1,Gen X / Middle Aged,0.52
1817,18,Female,Mobile,14.98,3,14,7,1,1,1,18.22,27.93,1,Gen Z / Youth,0.2
1818,22,Male,Desktop,14.44,7,4,3,1,0,0,19.97,94.66,1,Gen Z / Youth,0.48
1819,37,Male,Tablet,16.14,18,11,0,1,0,1,17.61,36.48,1,Millennials / Young Adults,1.12
1820,25,Male,Mobile,28.63,9,2,0,1,1,0,25.44,43.4,1,Gen Z / Youth,0.31
1821,29,Female,Mobile,18.51,18,6,2,0,0,0,12.58,41.11,1,Millennials / Young Adults,0.97
1822,18,Male,Desktop,18.57,1,13,2,1,1,1,26.6,11.13,1,Gen Z / Youth,0.05
1823,37,Female,Desktop,4.71,4,10,9,1,1,1,5.9,11.59,1,Millennials / Young Adults,0.85
1824,45,Female,Desktop,29.9,4,5,0,0,1,0,22.32,79.53,1,Millennials / Young Adults,0.13
1826,54,Male,Tablet,26.44,2,7,3,0,1,1,14.52,21.6,1,Gen X / Middle Aged,0.08
1827,29,Male,Mobile,13.01,15,4,3,1,1,0,8.98,70.77,1,Millennials / Young Adults,1.15
1828,54,Male,Tablet,15.56,13,5,5,0,1,0,19.18,95.97,1,Gen X / Middle Aged,0.84
1829,45,Female,Tablet,16.14,9,7,8,0,1,0,18.23,93.68,1,Millennials / Young Adults,0.56
1830,32,Female,Desktop,6.63,7,12,8,1,0,1,9.73,72.34,1,Millennials / Young Adults,1.06
1831,23,Male,Mobile,21.0,12,5,7,1,1,1,17.26,19.16,1,Gen Z / Youth,0.57
1832,37,Female,Mobile,27.19,12,9,0,0,0,1,34.98,15.41,1,Millennials / Young Adults,0.44
1833,31,Male,Mobile,5.75,14,2,9,0,0,1,3.57,87.1,1,Millennials / Young Adults,2.43
1835,26,Male,Desktop,22.41,1,6,1,0,0,0,21.67,62.23,1,Millennials / Young Adults,0.04
1836,54,Male,Mobile,8.92,9,13,2,0,1,1,11.94,90.13,1,Gen X / Middle Aged,1.01
1837,37,Female,Mobile,19.09,16,3,4,0,1,0,22.94,81.49,1,Millennials / Young Adults,0.84
1838,43,Male,Desktop,21.18,9,12,4,1,0,1,14.71,15.4,1,Millennials / Young Adults,0.42
1839,46,Male,Mobile,10.34,16,5,9,0,0,0,15.34,22.3,1,Gen X / Middle Aged,1.55
1840,18,Male,Mobile,24.64,2,5,7,1,0,0,32.6,6.78,1,Gen Z / Youth,0.08
1841,52,Male,Mobile,16.95,10,10,1,0,1,1,14.49,47.41,1,Gen X / Middle Aged,0.59
1842,23,Unknown,Desktop,26.2,18,4,1,0,1,1,34.74,32.39,1,Gen Z / Youth,0.69
1843,54,Unknown,Mobile,23.14,13,12,5,1,1,0,33.71,42.6,1,Gen X / Middle Aged,0.56
1844,22,Male,Desktop,26.19,2,0,0,1,1,1,36.41,0.87,1,Gen Z / Youth,0.08
1845,50,Female,Mobile,1.58,13,13,8,1,1,0,1.67,72.12,1,Gen X / Middle Aged,8.23
1846,31,Female,Tablet,8.06,3,7,1,0,0,0,8.68,20.06,1,Millennials / Young Adults,0.37
1848,59,Female,Mobile,13.82,3,13,2,1,0,1,9.19,40.24,1,Gen X / Middle Aged,0.22
1849,37,Male,Mobile,26.81,10,9,5,0,0,0,39.75,6.62,1,Millennials / Young Adults,0.37
1850,41,Female,Mobile,14.56,6,1,7,1,0,0,18.49,36.55,1,Millennials / Young Adults,0.41
1851,51,Female,Mobile,25.64,14,3,7,0,0,1,13.47,89.98,1,Gen X / Middle Aged,0.55
1852,42,Female,Mobile,10.49,9,12,5,1,1,0,10.99,89.32,1,Millennials / Young Adults,0.86
1853,46,Male,Mobile,10.85,18,11,8,1,0,0,9.17,2.46,1,Gen X / Middle Aged,1.66
1854,56,Female,Mobile,26.97,8,2,6,0,1,0,21.89,49.315,1,Gen X / Middle Aged,0.3
1855,48,Female,Mobile,13.35,6,5,1,1,1,1,14.11,59.4,1,Gen X / Middle Aged,0.45
1856,40,Male,Mobile,23.9,15,10,0,1,1,1,19.6,20.48,1,Millennials / Young Adults,0.63
1857,55,Female,Desktop,7.86,14,0,7,1,0,1,5.91,89.85,1,Gen X / Middle Aged,1.78
1859,40,Female,Mobile,17.66,6,4,7,1,1,1,9.53,32.58,1,Millennials / Young Adults,0.34
1860,33,Male,Mobile,23.02,12,4,8,0,1,1,21.55,95.33,1,Millennials / Young Adults,0.52
1861,59,Female,Tablet,3.6,10,3,0,1,0,1,3.64,31.79,1,Gen X / Middle Aged,2.78
1862,25,Female,Mobile,15.29,19,3,6,0,0,1,14.37,32.08,1,Gen Z / Youth,1.24
1863,38,Female,Tablet,27.13,8,12,4,1,1,0,31.4,13.31,1,Millennials / Young Adults,0.29
1864,18,Male,Mobile,26.43,5,14,7,0,0,1,13.89,22.23,1,Gen Z / Youth,0.19
1865,25,Female,Desktop,2.36,10,12,3,1,0,0,3.27,76.05,1,Gen Z / Youth,4.24
1866,39,Male,Mobile,9.81,11,0,1,0,0,0,9.81,75.97,1,Millennials / Young Adults,1.12
1867,49,Male,Tablet,13.86,14,8,6,1,0,1,14.6,38.66,1,Gen X / Middle Aged,1.01
1868,55,Male,Mobile,6.0,14,8,6,1,1,1,5.78,34.94,1,Gen X / Middle Aged,2.33
1869,22,Male,Desktop,22.17,2,12,7,0,1,1,20.94,41.84,1,Gen Z / Youth,0.09
1870,39,Female,Mobile,6.35,17,3,8,0,0,0,4.36,30.08,1,Millennials / Young Adults,2.68
1871,51,Female,Mobile,11.05,15,9,5,0,0,0,11.1,60.78,1,Gen X / Middle Aged,1.36
1872,18,Female,Desktop,20.24,3,9,2,1,0,0,18.65,83.66,1,Gen Z / Youth,0.15
1873,43,Male,Mobile,14.98,3,3,4,0,0,1,14.5,0.94,1,Millennials / Young Adults,0.2
1874,27,Female,Tablet,22.42,3,11,2,1,0,1,11.52,93.6,1,Millennials / Young Adults,0.13
1875,47,Male,Mobile,28.88,3,6,9,0,0,0,18.22,11.8,1,Gen X / Middle Aged,0.1
1876,35,Male,Desktop,4.38,18,3,8,1,1,0,5.53,89.97,1,Millennials / Young Adults,4.11
1877,34,Male,Mobile,15.76,6,0,4,1,0,1,19.83,23.36,1,Millennials / Young Adults,0.38
1878,43,Female,Tablet,7.68,14,10,6,0,1,1,9.55,91.7,1,Millennials / Young Adults,1.82
1879,25,Female,Tablet,13.02,3,14,9,1,1,0,8.74,78.73,1,Gen Z / Youth,0.23
1880,57,Male,Mobile,1.95,1,12,6,1,1,0,2.34,26.92,1,Gen X / Middle Aged,0.51
1881,29,Female,Desktop,4.94,10,8,6,0,0,0,3.9,2.83,1,Millennials / Young Adults,2.02
1882,44,Female,Desktop,10.27,13,1,9,0,0,1,12.38,71.58,1,Millennials / Young Adults,1.27
1883,25,Male,Mobile,10.92,9,4,3,0,1,1,6.41,82.18,1,Gen Z / Youth,0.82
1884,39,Male,Desktop,27.09,10,7,3,0,1,0,22.58,67.98,1,Millennials / Young Adults,0.37
1885,39,Female,Mobile,22.51,10,7,2,0,0,1,13.94,38.17,1,Millennials / Young Adults,0.44
1886,50,Male,Desktop,29.19,12,5,3,1,0,0,32.97,12.74,1,Gen X / Middle Aged,0.41
1887,18,Male,Mobile,18.37,19,14,8,1,0,0,16.4,34.7,1,Gen Z / Youth,1.03
1888,36,Female,Mobile,8.01,3,6,4,1,0,0,4.6,26.86,1,Millennials / Young Adults,0.37
1889,48,Female,Mobile,10.5,19,1,5,1,0,0,10.78,72.31,1,Gen X / Middle Aged,1.81
1890,33,Male,Mobile,10.28,1,3,5,0,1,0,14.305,15.94,1,Millennials / Young Adults,0.1
1891,31,Female,Desktop,10.47,15,13,0,0,0,0,13.8,81.95,1,Millennials / Young Adults,1.43
1892,22,Male,Tablet,20.52,13,3,6,1,1,0,29.51,61.19,1,Gen Z / Youth,0.63
1893,58,Male,Mobile,16.39,7,11,6,1,1,0,21.47,48.26,1,Gen X / Middle Aged,0.43
1894,43,Female,Mobile,12.18,2,12,5,1,1,0,17.68,36.02,1,Millennials / Young Adults,0.16
1895,45,Male,Desktop,5.32,11,1,3,1,1,1,7.43,50.75,1,Millennials / Young Adults,2.07
1896,19,Male,Mobile,1.64,16,9,9,1,0,0,2.29,54.01,1,Gen Z / Youth,9.76
1897,23,Male,Mobile,7.35,14,3,7,0,1,0,5.48,23.7,1,Gen Z / Youth,1.9
1898,26,Female,Mobile,4.12,15,8,7,1,1,0,14.305,98.88,1,Millennials / Young Adults,3.64
1899,50,Female,Mobile,23.78,19,7,0,1,0,0,31.14,90.95,1,Gen X / Middle Aged,0.8
1900,58,Female,Mobile,4.26,7,10,8,1,0,0,4.22,39.08,1,Gen X / Middle Aged,1.64
1901,42,Male,Desktop,22.0,9,13,7,1,1,0,31.73,25.4,1,Millennials / Young Adults,0.41
1902,30,Male,Mobile,12.18,4,0,1,0,0,1,17.02,30.7,1,Millennials / Young Adults,0.33
1903,26,Female,Desktop,3.13,6,12,8,0,0,0,4.36,98.02,1,Millennials / Young Adults,1.92
1904,30,Female,Mobile,24.57,10,7,3,1,0,0,20.3,40.71,1,Millennials / Young Adults,0.41
1905,48,Female,Mobile,17.81,3,13,9,1,0,1,11.27,91.19,1,Gen X / Middle Aged,0.17
1906,58,Male,Desktop,7.84,1,10,5,0,0,1,9.24,5.9,1,Gen X / Middle Aged,0.13
1907,28,Female,Mobile,26.95,6,7,1,0,1,1,25.35,77.68,1,Millennials / Young Adults,0.22
1908,21,Male,Mobile,15.76,5,7,9,0,0,0,3.31,76.21,1,Gen Z / Youth,0.32
1909,51,Female,Desktop,6.85,15,13,3,1,0,0,9.27,65.1,1,Gen X / Middle Aged,2.19
1910,55,Male,Mobile,22.81,11,14,1,1,0,1,32.59,12.11,1,Gen X / Middle Aged,0.48
1911,21,Male,Desktop,21.57,13,9,8,1,0,1,23.03,98.14,1,Gen Z / Youth,0.6
1912,55,Female,Mobile,9.39,6,0,8,1,1,0,9.64,21.28,1,Gen X / Middle Aged,0.64
1913,36,Male,Desktop,2.8,5,7,4,1,0,1,3.77,70.97,1,Millennials / Young Adults,1.79
1914,23,Female,Mobile,25.88,2,11,2,1,1,0,26.19,75.15,1,Gen Z / Youth,0.08
1915,51,Male,Mobile,10.1,17,4,2,1,0,1,14.14,75.99,1,Gen X / Middle Aged,1.68
1916,35,Male,Tablet,6.68,12,8,0,1,1,0,3.57,82.6,1,Millennials / Young Adults,1.8
1918,58,Male,Mobile,27.4,14,8,2,1,0,1,36.57,9.6,1,Gen X / Middle Aged,0.51
1919,40,Female,Mobile,2.26,7,5,3,1,1,0,1.6,47.22,1,Millennials / Young Adults,3.1
1920,36,Female,Mobile,23.21,14,7,1,0,0,1,20.87,97.48,1,Millennials / Young Adults,0.6
1922,18,Male,Desktop,13.34,9,6,2,1,0,1,10.69,99.06,1,Gen Z / Youth,0.67
1923,41,Male,Desktop,22.58,14,2,1,1,1,1,18.48,58.24,1,Millennials / Young Adults,0.62
1924,24,Male,Mobile,29.01,17,6,0,1,1,1,35.76,67.28,1,Gen Z / Youth,0.59
1925,42,Female,Desktop,7.65,17,7,9,0,0,1,9.01,26.38,1,Millennials / Young Adults,2.22
1926,38,Female,Mobile,5.17,13,4,1,1,1,1,4.89,45.83,1,Millennials / Young Adults,2.51
1927,32,Male,Mobile,27.47,18,4,1,1,0,0,33.75,2.09,0,Millennials / Young Adults,0.66
1928,18,Male,Mobile,20.4,19,13,5,1,1,1,18.94,71.97,1,Gen Z / Youth,0.93
1929,29,Unknown,Tablet,13.7,17,3,0,0,0,0,12.8,92.59,1,Millennials / Young Adults,1.24
1930,24,Male,Desktop,17.62,6,2,0,1,1,0,20.18,11.21,1,Gen Z / Youth,0.34
1931,39,Female,Mobile,22.62,12,11,5,0,1,1,27.66,45.44,1,Millennials / Young Adults,0.53
1932,38,Male,Desktop,23.42,6,7,4,1,0,0,31.54,62.32,1,Millennials / Young Adults,0.26
1933,36,Female,Tablet,27.68,3,10,0,0,1,0,34.64,63.22,1,Millennials / Young Adults,0.11
1934,46,Male,Mobile,15.76,15,5,5,0,0,0,15.66,30.65,1,Gen X / Middle Aged,0.95
1935,42,Male,Mobile,9.51,3,13,7,1,0,1,10.09,1.98,1,Millennials / Young Adults,0.32
1936,50,Female,Tablet,19.55,15,5,4,1,0,0,15.8,88.78,1,Gen X / Middle Aged,0.77
1937,49,Female,Desktop,13.06,1,1,2,0,0,0,9.94,49.315,1,Gen X / Middle Aged,0.08
1938,52,Female,Mobile,18.24,3,3,2,1,0,0,24.5,17.77,1,Gen X / Middle Aged,0.16
1939,55,Male,Mobile,13.18,5,14,1,0,0,1,16.04,96.28,1,Gen X / Middle Aged,0.38
1940,43,Female,Mobile,5.44,14,4,8,0,0,1,6.34,49.315,1,Millennials / Young Adults,2.57
